LightSail-2;44420;;437.025 ;;9600bps GMSK;KK6HIT-10;re-entered
LightSat;44393;;435.700*/436.500;;4k8*/9k6 mobitex GMSK;;inactive
Light-1;51509;;437.710 ;;1k2 BPSK 2k4*GMSK;;re-entered
LilacSat-1;42725;145.985 ;436.510 ;;9600bps BPSK FM;ON02CN;re-entered
LilacSat-2;40908;144.350/144.390;144.390/437.225*;437.200;1k2/4k8/9k6* AFSK/GFSK;BJ1SI;active
LINK;42714;;436.030 ;;1200bps BPSK;D80LW;re-entered
LINGQUE-1A;43942;;401.800 ;;FM;;re-entered
LitSat-1;39568;435.135-435.165;145.965-145.935;;SSB;;re-entered
LitSat-1;39568;435.550 ;145.845 ;435.138 ;9600bps FSK CW;LY1LS;re-entered
LituanicaSAT-1;39569;145.950 ;435.176 ;;FM tone 67.0Hz;;re-entered
LituanicaSAT-1;39569;145.850 ;437.543 ;437.275 ;9600bps FSK CW;LY5N;re-entered
LituanicaSAT-2;42768;;437.265 ;;9600bps FSK;LY0LS;active
LORIS;55125;;437.165 ;;19200bps GMSK;;inactive
LO-19;20442;145.840-145.900;437.125/437.150;437.125 ;CW carrier;LUSAT-11 12;inactive
LO-74;39440;;437.445 ;;1k2AFSK 9k6FSK;CUBEB2-6;active
LO-75;39382;145.825 ;145.822/437.325;145.825 ;1200bps AFSK CW Voice;W5UL-15;re-entered
LO-87;41557;435.935-435.965;145.965-145.935;145.900 ;SSB CW;;unknown
LO-87;41557;;436.445 ;;9k6/19k2/40k0* GFSK;;active
LO-90;42725;145.985 ;436.510 ;;9600bps BPSK FM;ON02CN;active
LO-93;43471;;435.425/436.425/2222.810;;500/250bps GMSK;BJ1SM;inactive
LO-94;43472;;435.400/436.400/2275.220;;500/250bps GMSK;BJ1SN;re-entered
LQSat;40958;;437.650/2404.035;437.650;4k8 MSK 1Mbps QPSK CW;;inactive
Lucky-7;44406;;437.525 ;;4k8*/9k6 GFSK;;active
LUME-1;43908;;437.060 ;;4800bps GMSK;;active
Luojia 1-01;43485;;437.250 ;;4800bps GMSK;;inactive
M6P;44109;;437.265 ;LY0LS;9600bps FSK;;inactive
MAGNARO;;;145.850/436.325;436.325;1k2AFSK 9k6GMSK 19k2GMSK CW;;failure
MakerSat-0;43016;;;;;;inactive
MARIO;55123;;437.485 ;;9600bps GMSK;WL2XYF;active
MaSat-1;38081;;437.345 ;437.345 ;625/1250bps 2GFSK CW;HA5MASAT;re-entered
MAST;31126;;2400.000-2483.500;;FHSS;;inactive
Max Valier Sat;42778;;145.860 ;145.960*/437.325 ;CW;II3MV;active
MAYA-1;43590;145.825 ;145.825 ;437.375 ;APRS digipeater CW;JG6YKM;re-entered
Maya-2;47929;145.825 ;145.825 ;37.375 ;4k8FSK APRS CW;JG6YMY;re-entered
Maya-3;49273;145.825 ;437.375 ;437.375 ;4800bps GMSK CW*;MAYA3;re-entered
Maya-4;49274;145.825 ;437.375 ;437.375 ;4800bps GMSK CW*;MAYA4;re-entered
Mazaalai;42822;;437.375 ;437.372 ;1k2AFSK 9k6GMSK CW;JG6YJQ;re-entered
M-Cubed;37855;;437.485;;9600bps GMSK;;inactive
MCubed-2;39469;;437.479 ;;9600bps GMSK;NOCALL;active
MDASat-1A;50995;;401.075 ;;FM;;inactive
MDASat-1B;51072;;401.075 ;;FM;;inactive
MDASat-1C;51038;;401.075 ;;FM;;inactive
Mea Huaka'i Voyager;;;437.405/5.840GHz;;1200bps AFSK;;failure
MemSat;43554;;437.350 ;;9600bps BPSK;;re-entered
MEROPE;;;145.980 ;;1200bps AFSK;K7MSU-1;failure
MESAT-1;;145.910-145.940;435.810-435.840;435.800 ;1200bps BPSK SSB;;to be launched
METEOR-M1;35865;;137.100/137.900;2201.000 ;72kbps QPSK CW*;;weather sat
METEOR-M2;40069;;137.100*/137.900;;72kbps LRPT;;weather sat
METEOR-M2-2;44387;;137.100/137.900;1700.000*;72kbps QPSK AHRPT*;;weather sat
MeznSat;46489;;436.600 ;;1k2/2k4/4k8* BPSK;A68MZ;active
MicroDragon;43935;;2280.000;;;;non-amateur
MicroMAS-1;40457;;468.000 ;;1.5Mbit/s OQPSK;;unknown
MIET-AIS;53377;;437.900 ;;2400bps GMSK USP;RS28S;active
MIMAN;52900;;436.500 ;;2k4/4k8* FSK;;active
MinXSS-1;41474;;437.350 ;;9600bps GMSK;MINXSS;re-entered
MinXSS-2;43758;;437.250 ;;9600bps GMSK;MINXS2;inactive
MIR;16609;145.985 ;145.985 ;;Packet;R0MIR-1;re-entered
MIR-SAT1;48868;145.9875;436.925 ;;9600bps GMSK Digipeater;3B8MIR;re-entered
MiTEE-1;47314;;437.800 ;;9600bps FSK;WL9XJH;inactive
MITSUBA;;;437.375 ;437.375 ;1k2AFSKCW;;failure
MONITOR-1;53374;;437.550 ;;2400bps GMSK USP;RS32S;active
MOVE-2;43780;437.800 ;145.950 ;145.950 ;12k5 BPSK CW;DB0MVE;active
MOVE-2B;44398;;145.840 ;145.840 ;12k5bps BPSK CW;DP0MVB;inactive
MO-30;24305;;435.138 ;;1200bps BPSK;;inactive
MO-46;26548;145.850/145.925;437.325 ;;38400bps FSK;MYSAT3-11 12;inactive
MO-72;38081;;437.345 ;437.345 ;625/1250bps 2GFSK CW;HA5MASAT;re-entered
MO-76;39436;;437.505 ;437.505 ;9600bps GFSK RTTY CW;;re-entered
MO-105;44832;;437.150 ;;12.5kbps GMSK;;active
MO-106;44830;;437.175 ;;12.5kbps GMSK;;re-entered
MO-110;47964;;437.345 ;437.345 ;2GMSK CW;;active
MO-112;48868;145.9875;436.925 ;;9600bps GMSK;3B8MIR;active
MTCube;44399;;436.750 ;;9600bps FSK;;inactive
MTCube-2;53109;;436.750 ;;1k2AFSK 2k4*/9k6GMSK;;inactive
myPocketQub;;;437.425-437.525;;;;unknown
MXSAT-1;43199;;;436.370 ;9600bps BPSK;MXSAT-1;active
MYSAT-1;44045;;435.775 ;;1k2*/4k8/9k6 BPSK;A68MY;inactive
MYSAT-2;49017;;436.908 ;;1200bps BPSK;A68MX;active
NanoDragon;49398;;437.365 ;;1200bps BPSK;;unknown
NanoSail-D2;37361;;;437.270 ;1200bps AFSK;KE7EGC;re-entered
NanoSat-6;44346;;437.200 ;;9600bps GMSK;;unknown
Nanosat-7;44339;437.345 ;2300.000 ;;;;unknown
NanosatC-Br1;40024;;145.865 ;145.865 ;1200bps BPSK CW;NCBR1;inactive
NanosatC-Br2;47950;;145.865 ;;1k2*/2k4/4k8/9k6BPSK;NCBR2;active
NAPA-2;48963;;401.120*/150;;1200bps BPSK;NAPS2;unknown
NARSScube-1;44792;;;437.970 ;CW;;re-entered
NARSScube-2;44718;;;437.974 ;CW;;re-entered
Nayif-1;42017;435.015-435.045;145.990-145.960;145.940 ;1200*bps BPSK SSB;;active
NCUBE-1;;;437.305 ;;9600bps GMSK;LA1CUB;failure
NCUBE-2;28897;;437.305 ;;9600bps FSK;LA1CUB;inactive
NEE-01 Pegaso;39151;;910.000 ;;AMTV-CW SSTV;;non-amateur
NEE-02 Krysaor;39441;;980.000 ;;;;non-amateur
Negai;36575;;437.305 ;437.305 ;1200bps AFSK CW;JQ1ZEX;re-entered
NepaliSat-1;44331;;437.375 ;437.375 ;4800bps GMSK CW;JG6YLF;re-entered
Neptuno;48966;;401.500 ;;FM;;unknown
NETSAT-1;46506;;435.600 ;;9600bps GFSK;DP2NSA;unknown
NETSAT-2;46507;;435.600 ;;9600bps GFSK;DP2NSB;active
NETSAT-3;46505;;435.600 ;;9600bps GFSK;DP2NSC;unknown
NETSAT-4;46504;;435.600 ;;9600bps GFSK;DP2NSD;unknown
NEUDOSE;;;436.050 ;;9600bps GFSK;;to be launched
NEUTRON-1;46923;145.840 ;435.300 ;;9k6 FSK/1k2*BPSK_KISS;WH6DNU-1;re-entered
NEXUS;43937;145.900-145.930;435.910-435.880;435.900/437.075*;9k6/38k4FSK pi/4QPSK CW*;JS1YAV;active
NIUSAT;42766;;436.000/2240.000;;1200bps FSK;NIUOBT;inactive
NJFA-1;40926;;435.645 ;;4k8*/9k6 GMSK;;re-entered
NJUST-1;42722;;436.570 ;;1200bps BPSK;BI4ST;re-entered
NJUST-2;40927;;437.645 ;;4k8*/9k6 GMSK;;re-entered
NMARS;29662;148.975 ;27.965 ;;1200bps FM USB;;re-entered
NMTSat;43851;;148.800 ;;9600bps GFSK;;inactive
Nodes-1;41478;;437.100/2401.200-2431.200;;1k2 AFSK 115k2 FSK;KE6QLL;re-entered
Nodes-2;41477;;437.100/2401.200-2431.200;;1k2 AFSK 115k2 FSK;KE6QLL;re-entered
NOAA-12;21263;;137.620/1701.000;;;;weather sat
NOAA-14;23455;;137.620/1701.000;;;;weather sat
NOAA-15;25338;;137.620*/1702.500;;;;weather sat
NOAA-16;26536;;137.620/1701.000;;;;weather sat
NOAA-17;27453;;137.500/1701.000;;;;weather sat
NOAA-18;28654;;137.9125*/1707.000;;;;weather sat
NOAA-19;33591;;137.100*/1698.000;;;;weather sat
NOOR-1A;;;;;;;unknown
NOOR-1B;;;;;;;unknown
NOUR-01;45529;;401.500 ;;9600bps FSK;SPACE;re-entered
NOUR-02;51594;;401.500/2258.000;;9600bps FSK;;non-amateur
Norbi;46494;;436.700 ;;9600bps FSK/250k_LoRa;CUBSAT;active
NO-44;26931;145.827 ;145.827 ;;1200bps AFSK;(A) W3ADO-1;active
NO-44;26931;435.250 ;145.827 ;;9600bps FSK;(A) PCSAT-1;active
NO-44;26931;;144.390 ;;1200bps AFSK;(B) PCSAT-11;inactive
NO-44;26931;;144.390 ;;9600bps FSK;(B) PCSAT-12;inactive
NO-45;26932;145.945 ;437.100 ;;1200bps AFSK;KE6QMD;inactive
NO-60;29661;145.825 ;145.825 ;;1200bps AFSK;RAFT;re-entered
NO-61;29664;145.825 ;145.825 ;;1200bps AFSK;ANDE-1;re-entered
NO-62;29667;;437.385 ;;1200bps AFSK;KD4HBO;re-entered
NO-83;40655;28.120;435.350;437.975;9600bps FSK PSK31;BRCSAT;re-entered
NO-84;40654;28.120;435.350;145.825;1200bps AFSK PSK31;PSAT;re-entered
NO-103;44355;28.120/145.825;145.825/435.350/437.605*;;1k2/9k6* FSK;USNAP1-1;re-entered
NO-104;44354;28.120/145.825;145.825/435.350*/437.605;;1k2 SSTV* PSK31;;re-entered
NPS-SCAT;39389;;2401.200-2447.600;437.525 ;1200bps AFSK CW;K6NPS;inactive
NO-116;51031;;436.235 ;436.235 ;500*bps GFSK RTTY* CW;AM9NPQ;active
nSight-1;42726;;435.900/2405.000;;9600bps GMSK;ON02AZ;re-entered
NSLSat-1;44391;;401.200 ;;FM;;unknown
NSLSat-2;55067;;401.500 ;;FM PSK31;;active
NUDT-PhoneSat;40900;;437.300;;9k6 GFSK;BJ1SJ;inactive
NUDTSat;42787;;436.270 ;;9600bps BPSK;BG7AKF;inactive
NuSat-1;41557;435.935-435.965;145.965-145.935;145.900 ;SSB CW;;inactive
NuSat-1;41557;;436.445 ;;9k6/19k2/40k0* GFSK;;inactive
NuSat-2;41558;435.935-435.965;145.965-145.935;145.900 ;SSB CW;;inactive
NuSat-2;41558;;437.445 ;;9k6/19k2/40k0* GFSK;;inactive
NUTSAT;55124;;436.850 ;;1k2*AFSK 9k6GFSK;BN0UT;active
NuX-1;51073;;437.650 ;;1200bps FSK;;unknown
Oculus-ASR;44346;;437.200 ;;9600bps GMSK;;unknown
OF-2;45113;;435.040/2426.000;;9k6 GMSK/3-5Mbps QPSK;KG5UAK;inactive
OMNI-L2;52771;;401.050 ;;FM;;inactive
OMOTENASHI;;;437.310/437.410;;FM PSK31 PCM-PSK/PM;;inactive
OO-38;26063;;437.100 ;;9600bps FSK;KF6RFX;inactive
OPS-SAT;44878;;437.200 ;;9600bps GMSK;DP0OPS;active
OPTIMAL-1;;;;;;;non-amateur
OPTOS;39420;;;;;;non-amateur
OPUSAT;39575;;437.154 ;;1k2AFSK 9k6GFSK CW;JL3ZCA;re-entered
OPUSAT-II;47930;436.500 ;145.900 ;145.900 ;1k2*AFSK/9k6/13k6GMSK CW;JL3ZKS;re-entered
ORBICRAFT-ZORKIY;47960;;437.850*/437.950/10465.000;;2k4/9k6*FSK DVB-S2;RS15S;active
ORCASAT;55126;;437.060 ;;10.17kbit/s FSK;;active
OreSat-0;52017;;436.500/2425.000;436.500;9k6FSK 96kGMSK 1M_DPSK CW;KJ7SAT;active
OrigamiSat-1;43933;;437.505/5840.000;437.497;1200bps AFSK CW;JS1YAX;re-entered
ORS-Squared;;;437.325 ;;9600bps GMSK;;failure
OSIRIS-3U;43027;;437.505 ;;9k6-38k4 GMSK;;re-entered
OSSI-1;39131;;437.525 ;145.980 ;1200bps AFSK CW;;unknown
OUFTI-1;41458;435.045 ;145.950 ;145.980 ;9600bps DSTAR FSK CW;OUFTI-1;inactive
Owlsat;;;436.975 ;;9600bps GFSK;;to be launched
O/OREOS;37224;;437.305 ;;1200bps AFSK;KF6JBP;inactive
PACE;40022;;437.485 ;437.485 ;1200bps AFSK CW;;inactive
PACSAT;20439;145.920 ;437.026 ;;FM USB;;inactive
PACSAT;20439;145.920 ;437.026 ;2401.143 ;1200bps JAS;PACSAT-11 12;inactive
Painani-1;44365;;437.475 ;;9600bps GMSK;SPACE;re-entered
Painani-2;48942;;437.475/2410.300;;9600bps GMSK;;active
PCSAT-1;26931;145.827 ;145.827 ;;1200bps AFSK;(A) W3ADO-1;active
PCSAT-1;26931;435.250 ;145.827 ;;9600bps FSK;(A) PCSAT-1;inactive
PCSAT-1;26931;;144.390 ;;1200bps AFSK;(B) PCSAT-11;inactive
PCSAT-1;26931;;144.390 ;;9600bps FSK;(B) PCSAT-12;inactive
PCSAT-2;;145.825 ;435.275/437.975;;9600bps FSK;PC2TLM;re-entered
PearlAfricaSat-1;54535;;145.825/435.375;435.375 ;4800bps GMSK APRS CW;;inactive
Pegasus-1;;;468.000 ;;FSK;;unknown
Pegasus;42784;;436.670 ;;9600bps GMSK;ON03AT;inactive
Perseus-M1;40039;;400.160/400.170*;;9600bps GFSK;CQ;non-amateur
Perseus-M2;40037;;400.190/400.221*;;9600bps GFSK;CQ;non-amateur
PETITSAT;55130;;2273.000;;FM;;inactive
PharmaSat-1;35002;;437.465 ;;1200bps AFSK;KE7EGC;inactive
Phase-3A;;435.153-435.277;145.962-145.838;145.810;SSB CW;;failure
Phase-3B;14129;435.030-146.180;145.975-145.825;145.810 ;SSB CW;;inactive
Phase-3C;19216;435.423-435.573;145.975-145.825;145.812 ;SSB CW;;re-entered
Phase-3D;26609;;;2401.323 ;400bps PSK;;inactive
Phase-4A;43700;2400.050-2400.300;10489.550-10489.800;;Linear  transponder;;active
Phase-4A;43700;2401.500-2409.500;10491.000-10499.000;;Digital transponder;;unknown
Phoenix;42706;;436.915 ;;9600bps GMSK;ON01TW;re-entered
Phoenix;43188;437.325 ;435.525 ;;D-Star Telemetry;DP1GOS;inactive
Phoenix;45258;;437.350/2402.500;;9600bps GMSK;WJ2XOY;re-entered
PhoneSat1;39142;;2401.200-2431.200;437.425 ;1200bps AFSK;KJ6KRW-1;re-entered
PhoneSat1;39146;;2401.200-2431.200;437.425 ;1200bps AFSK;KJ6KRW-2;re-entered
PhoneSat2;39144;;2401.200-2431.200;437.425 ;1200bps AFSK;KJ6KRW;re-entered
PhoneSat2.4;39381;;2401.200-2431.200;437.425 ;1200bps AFSK;KJ6KRW;re-entered
PhoneSat2.5;39684;;2401.200-2431.200;437.425 ;1200bps AFSK;KJ6KRW;re-entered
PIC-A;47317;;903.800 ;;19200bps GMSK;;inactive
PIC-B;47318;;903.800 ;;19200bps GMSK;;inactive
PicoDragon;39413;;437.xxx ;437.250 ;1200bps AFSK CW;XV9PID;re-entered
PICPOT;;;437.485 ;;9600bps FSK;;failure
PICPOT;;;2440.000 ;;10kbit GFSK;;failure
PicSat;43132;145.910 ;435.525 ;;1k2*/9k6 BPSK FM;PICSAT-2;active
PION-BR1;50984;;437.300 ;;1200bps GFSK;;inactive
PIXL-1;47448;;400.575 ;;9600bps MSK;;active
PLANETUM-1;52738;145.925 ;436.680 ;436.680 ;9k6*GFSK CW Digipeater;;active
PlantSat;52188;;437.240 ;;4800bps FSK;;active
Platform-1;52770;;400.360 ;;2k4/4k8*/9k6 GFSK;SS2141;active
Platform-2;55067;;401.360 ;;4800bps GFSK;;inactive
Pocket-PUCP;;;437.200 ;437.200 ;1200bps AFSK CW;;inactive
PolyITAN-1;40042;;437.677 ;437.677 ;9600*bps BFSK CW;EM0UKP;active
PolyITAN-2-SAU;42732;;436.600 ;;9600bps BPSK;QBUA01;re-entered
PolyITAN-HP-30;;;436.600 ;;9600bps BPSK;;unknown
Polytech_Universe-1;53372;;436.896/436.996;;;125k LoRa;unknown
Polytech_Universe-2;53371;;437.476/437.576;;;125k LoRa;unknown
POPSAT-HIP1;40028;;437.405 ;437.405 ;1k2 9k6 CCSDS CW;POPSAT;inactive
PO-28;22829;145.925/145.975;435.075/435.275;;9600bps FSK;POSAT1-11 12;inactive
PO-34;25520;436.500 ;;;Spectrum;;inactive
PO-63;29712;;145.825 ;;1200bps AFSK;LU1YUC;inactive
PO-101;43678;437.500 ;145.900 ;145.900 ;FM* tone 141.3Hz CW;D1W2PH;active
Pratham;41783;;437.455 ;145.980 ;1200bps AFSK CW;PRATHAM;inactive
PrintSat;;;437.325 ;;9600bps GMSK;;failure
PRISM;33493;;437.425 ;437.250 ;1k2AFSK 9k6GMSK CW*;JQ1YCX;active
Proiteres;38756;;437.485 ;437.485 ;1200bps AFSK CW;JL3YZL;inactive
Proiteres-2;;435.650 ;145.850 ;145.850 ;1k2AFSK Digipeater CW;;unknown
Prox-1;44339;437.345 ;2300.000 ;;;;unknown
PSAT;40654;28.120/145.825;435.350/145.825;;1200bps AFSK PSK31;PSAT;re-entered
PSAT-2;44354;29.350/145.825;145.825/435.350*/437.605;;1k2 SSTV* PSK31;;re-entered
PTecSat;;;436.000/437.000-437.200;;1200bps AFSK;;unknown
PUCP-SAT-1;39442;145.840 ;145.840/437.200;;1200bps AFSK;;inactive
PW-Sat1;38083;435.020 ;145.900 ;145.902 ;1200bps BPSK FM CW;VOID;inactive
PW-Sat2;43814;;435.275 ;;1k2/9k6* BPSK;;re-entered
PyCubed-1;;;437.290 ;;3000bps FSK LoRa;;unknown
QARMAN;45263;;437.350 ;;9600bps GMSK;ON05BE;re-entered
QB50p1;40025;435.047-435.077;145.965-145.935;145.815 ;1200bps BPSK CW SSB;QB50P1;inactive
QB50p2;40032;435.080 ;145.880/145.840;145.880 ;1200bps BPSK CW FM;QB50P2;inactive
QBEE;42708;;435.800 ;;9600bps GFSK;ON01SE;re-entered
QBITO;42728;;436.810 ;;9600bps GFSK;;re-entered
QBUA01;;;436.600 ;;9600bps BPSK;;unknown
QIKCOM-1;;145.825 ;145.825 ;144.390 ;1200bps AFSK;QIKCOM-1;inactive
QMR-KWT;48943;;436.500 ;;9600bps GMSK;LZ0KWT;inactive
QO-100;43700;2400.050-2400.300;10489.550-10489.800;;Linear  transponder;;active
QO-100;43700;2401.500-2409.500;10491.000-10499.000;;Digital transponder;;unknown
QUAKESAT;27845;;436.682 ;;9600bps FSK;KD7OVB;inactive
Quantutong-1;43158;436.100/2415.000/5667.000;436.100*/2415.000/5845.000;;9k6 GMSK/5Mbps OFDM;;inactive
Qubesat;;;437.740 ;;5k5 2FSK;;failure
Qubescout-S1;39443;;437.525 ;;9600bps GMSK;;inactive
Qubik-1;;;435.240 ;;9k6GFSK/GMSK/BPSK 19k2/38k4QPSK;;failure
Qubik-2;;;435.340 ;;9k6GFSK/GMSK/BPSK 19k2/38k4QPSK;;failure
Qubik-3;53958;;435.240 ;;9600bps GFSK/BPSK;;re-entered
Qubik-4;53958;;435.240 ;;9600bps GFSK/BPSK;;re-entered
QUETZAL-1;45598;;437.200 ;;4800bps GMSK;;re-entered
Q-PACE;;;437.275 ;;9600bps FSK;;inactive
R2;;;401.050 ;;FM;;unknown
Raavana-1;44329;;437.375 ;437.375 ;4800bps GMSK CW;JG6YLG;re-entered
RACE;;;437.525 ;437.525 ;38k4 GMSK CW;;failure
RadFxSat;43017;435.250 ;145.960 ;145.960 ;FM* CTCSS 67.0Hz/200bps DUV;;active
RadFXsat-2;47311;145.860-145.890;435.790-435.760;435.750 ;1k2 BPSK SSB CW* FT4*;;active
RadSat-g;43553;;437.425 ;;9600bps GMSK;K7MSU;re-entered
RadSat-u;45262;;437.425 ;;19200bps GMSK;;re-entered
RAFT;29661;145.825 ;145.825 ;;1200bps AFSK;RAFT;re-entered
RAIKO;38852;;2.285GHz 13GHz;2285.000 ;38.4Kbps-500Kbps BPSK;;non-amateur
RAMSAT;48850;;436.300 ;;9600bps FSK;CQ;re-entered
RANDEV;52898;;436.030 ;;1k2*/9k6 BPSK;RANDEV;active
RANGE-A;43772;;437.150 ;;0.1kbps-115.2kbps FSK/MSK/GFSK/GMSK;;inactive
RANGE-B;43773;;437.475 ;;0.1kbps-115.2kbps FSK/MSK/GFSK/GMSK;;inactive
RASAT;37791;;437.400;;9600bps FSK;RASAT0-11 12;inactive
RAX-1;37223;;437.505 ;;9600bps GMSK;RAX-1;inactive
RAX-2;37853;;437.345 ;;9600bps GMSK;;inactive
Reaktor Hello World;43743;;437.775/2410.000;437.775 ;9k6* 2GFSK/1MbpsMSK CW*;OH2RHW1;active
Red Diamond;42783;;401.150 ;;9600bps FSK;;active
RESHUCUBE;53382;;435.380 ;;2400bps GMSK USP;RS8S;active
RINCON;;;436.870 ;437.345 ;1200bps AFSK;WA4CEW;failure
RISING-2;39769;435.xxx;2401.xxx;;1200bps 9600-96000bps;;non-amateur
ROBUSTA-1A;38084;;437.325 ;;1200bps AFSK;;inactive
ROBUSTA-1B;42792;;437.325 ;437.325 ;1200bps AFSK CW;FX6FR;active
ROBUSTA-1D;53111;;436.500 ;;1k2AFSK 2k4*/9k6GMSK;FX6FRB;inactive
ROBUSTA-1F;53109;;436.750 ;;1k2AFSK 2k4*/9k6GMSK;FX6FRA;inactive
RSP-00;43639;;145.890/436.930;145.890 ;1k2AFSK 38k4 pi/4QPSK CW;8J1RSP;re-entered
RSP-01;47925;;145.810 ;145.810 ;1k2AFSK/9k6*GMSK/19k2FSK CW;8N1RSP;re-entered
RS-1;11085;;;;;;Non-Operational
RS-2;11086;;;;;;Non-Operational
RS-3;12997;;;;;;Non-Operational
RS-4;13000;;;;;;Non-Operational
RS-5;12999;;;;;;Non-Operational
RS-6;13002;;;;;;Non-Operational
RS-7;13001;;;;;;Non-Operational
RS-8;12998;;;;;;Non-Operational
RS-9;;;;;;;Project Canceled
RS-10;18129;;;29.357/29.403;CW;;Non-Operational
RS-11;18129;;;29.357/29.403;CW;;Non-Operational
RS-12;21089;21.210- 21.250;29.410- 29.450;29.408 ;SSB CW;;Non-Operational
RS-13;21089;21.260- 21.300;145.860-145.900;145.862 ;SSB CW;;Non-Operational
RS-14;21087;;;145.822/145948;CW;;Non-Operational
RS-15;23439;;;29.3525/29.3987;CW;;Unknown
RS-16;24744;;;435.510 ;CW;;re-entered
RS-17;24958;;;145.820 ;CW;;re-entered
RS-18;25533;;;145.812 ;CW;;re-entered
RS-19;25685;;;145.815 ;CW;;re-entered
RS-20;27560;;;145.828/435.319;CW;;re-entered
RS-21;27394;;;145.825 ;CW;;re-entered
RS-22;27939;;;432.098/435.352;CW;;Unknown
RS-23;28523;;;435.215/435.315;CW;;Non-Operational
RS-24;;;;;;;Unknown
RS-25;28898;;;435.325 ;CW;;Unknown
RS-26;28893;;;;;;Engineering
RS-27;;;;;;;Launch failed
RS-28;35869;;;435.264 ;CW;;Non-Operational
RS-29;;;;;;;ID reserved
RS-30;32953;;;435.215/435.315;CW;;Non-Operational
RS-31 to RS-37;;;;;;;for ORBCOMM
RS-38;35868;;;435.490 ;CW;;Non-Operational
RS-39;38051;;;435.215/435.315;CW;;Non-Operational
RS-40;38735;;;435.365 ;CW;;Non-Operational
RS-41;39492;;;435.265 ;CW;;Non-Operational
RS-42;;;;;;;Unknown
RS-43;39133;;;435.215/435.265;CW;;Non-Operational
RS-44;44909;145.935-145.995;435.670-435.610;435.605 ;SSB CW FT4;RS44;Operational
RS-45;;;;;;;Unknown
RS-46;39497;;;435.465/435.565;CW;;Non-Operational
RS-47;39765;;;435.465/435.565;CW;;Non-Operational
RS-48;41465;;;435.315 ;CW;;Non-Operational
RWASAT-1;44790;;;;;;re-entered
R5-S1;;;;;;;failure
SACRED;;;436.870 ;;1200bps AFSK;WA4CEW;failure
SAFIR-S;25399;;;2401.900 ;9600bps FSK;DP1AIS;inactive
SamSat-218D;41466;435.590-435.610;145.850-145.890;145.870 ;TRXSSAU CW;SAMSAT-218D;re-entered
SALSAT;46495;;435.900/435.950;;1200bps AFSK;;active
SanoSat-1;51031;;436.235 ;436.235 ;500*bps GFSK RTTY* CW;AM9NPQ;active
SATLLA-1;46924;;437.250/2401.000;;LoRa 476bps-9k6bps;;re-entered
SATLLA-2A;50984;;437.250 ;;9600bps FSK 62.5k LoRa*;;unknown
SATLLA-2B;50986;;437.250 ;;9600bps FSK 62.5k LoRa*;;unknown
Sathyabamasat;41600;;145.980 ;;2400bps BPSK CW;SNSAT;inactive
SaudiSat-1A;26545;;436.775 ;;9600bps FSK;SASAT1-11 12;inactive
SaudiSat-1B;26549;;436.075 ;;9600bps FSK;SASAT2-11 12;inactive
SaudiSat-1C;27607;145.850 ;436.795 ;;FM* tone 67.0Hz;;active
SaudiSat-4;40016;;;;Ka-band SSB;;inactive
SBUDNIC;52774;;435.000 ;;LoRa;;inactive
SDSAT;47721;;435.500 ;435.500 ;LoRa RTTY CW;;inactive
SEAM;;;437.250 ;;9600bps GMSK;SA0SAT;failure
SEAM-2.0;44411;;437.250/2208.200;;9600bps GMSK;;unknown
SECM-1;40928;;435.645 ;;4k8*/9k6 GMSK;;re-entered
SEEDS;;;437.485 ;;1200bps AFSK;JQ1YGU;failure
SEEDS-II;32791;;437.485 ;437.485 ;1k2AFSK CW* DigiTalker;JQ1YGU;active
SeeMe;43758;;437.425/2425.000;437.450 ;CW;;inactive
SelfieSat;53951;;437.500 ;;9600bps 2FSK;WJ2XOX;active
Serenity;;;437.100 ;;4800bps AFSK;;failure
Serenity-2;;;437.100 ;;4800bps AFSK;;re-entered
Serenity-3;;;437.100 ;;4800bps FM;;to be launched
SERPENS;40897;;145.980/437.365;;1k2 MSK/9k6 GFSK CW;PY0ESA;re-entered
SGSat;42703;;437.450 ;;9600bps FSK;;unknown
Shaonian-Xing;43199;;;436.370 ;9600bps BPSK;MXSAT-1;active
SharjahSat-1;55104;437.325/2405.000;;256/1k2/9k6*GMSK;A60UOS;active
SHERPA-AC1;52763;;;400.481 ;CW;;active
ShindaiSat;39572;;437.305 ;437.485 ;1200bps AFSK CW;JR0ZST;re-entered
SHIN'EN2;40320;145.940-145.960;435.280-435.260;437.385/437.505;SSB WSJT/CW;JG6YIG;deep space
SIGMA;43134;;435.780 ;;9600bps BPSK;;inactive
SIMBA;46279;;401.175 ;;1200bps BPSK;;unknown
Siren;53384;;437.750 ;;2400bps GMSK USP;RS30S;active
SiriusSat-1;43595;;435.570/435.619;;4800bps GMSK;RS13S;re-entered
SiriusSat-2;43596;;435.670/435.719;;4800bps GMSK;RS14S;re-entered
skCUBE;42789;437.100 ;437.100/2401.000 ;437.100 ;9600bps GMSK Digipeater CW;OM9SAT;inactive
Skif-D;54153;;435.566 ;;FM;;unknown
Skoltech-B1;53379;;435.000*/435.600;;9600bps GMSK USP;R0AJU-1;active
Skoltech-B2;53380;;435.000*/435.600;;9600bps GMSK USP;R0AJU-1;active
SkyCube;39567;;915.000 ;;57.6Kbps;;non-amateur
SMOG-1;47964;;437.345 ;437.345 ;2GMSK CW;;active
